,Year,Ticker,Company,Sector,numEmployees,netIncome,netIncome_per_emp,grossProfit,grossProfit_per_emp,operatingIncome,operatingIncome_per_emp,totalRevenue,totalRevenue_per_emp,totalOperatingExpenses,totalOperatingExpenses_per_emp,mostly_remote
253,2020,MMM,3M Company,Producer Manufacturing,85488.0,5449000000.0,63739.7164290318,15685000000.0,183475.39955760023,7156000000.0,83707.3611242708,32184000000.0,376472.56993062206,25028000000.0,292765.2088063513,0
254,2019,MMM,3M Company,Producer Manufacturing,76939.0,4517000000.0,58708.48863398721,15072000000.0,195894.25297574836,6305000000.0,81947.53616056882,32136000000.0,417678.9884307755,25831000000.0,335731.4522702067,0
255,2018,MMM,3M Company,Producer Manufacturing,69246.0,5349000000.0,77246.87125260069,16110000000.0,232650.4198690217,7767000000.0,112166.09628322108,32765000000.0,473171.3846684356,24998000000.0,361005.28838521446,0
256,2021,ROST,"Ross Stores, Inc.",Retail Trade,93700.0,1722589000.0,18384.087513340448,6088636000.0,64980.10672358592,2332868000.0,24897.203842049094,18916244000.0,201880.93916755603,16583376000.0,176983.73532550695,0
257,2020,ROST,"Ross Stores, Inc.",Retail Trade,84330.0,85382000.0,1012.4748013755484,3534366000.0,41911.13482746354,429710000.0,5095.576900272738,12531565000.0,148601.50598837898,12101855000.0,143505.92908810626,1
258,2019,ROST,"Ross Stores, Inc.",Retail Trade,75897.0,1660928000.0,21883.97433363637,5316869000.0,70053.74388974531,2146182000.0,28277.56037788055,16039073000.0,211326.83768791915,13892891000.0,183049.2773100386,0
259,2018,ROST,"Ross Stores, Inc.",Retail Trade,68307.0,1587457000.0,23239.93189600526,4827064000.0,70666.88333457771,2040714000.0,29875.489149768764,14983541000.0,219354.9005743164,12942827000.0,189479.4114245476,0
260,2021,BBWI,"Bath & Body Works, Inc.",Retail Trade,92300.0,1333000000.0,14442.036836403033,3855000000.0,41765.98049837486,2009000000.0,21765.980498374865,7882000000.0,85395.44962080174,5873000000.0,63629.46912242687,0
261,2020,BBWI,"Bath & Body Works, Inc.",Retail Trade,83070.0,844000000.0,10160.10593475382,3350000000.0,40327.43469363188,1888000000.0,22727.8199109185,6434000000.0,77452.75069218731,4546000000.0,54724.93078126881,1
262,2019,BBWI,"Bath & Body Works, Inc.",Retail Trade,74763.0,-366000000.0,-4895.469684202079,2650000000.0,35445.340609659856,2053000000.0,27460.10727231385,5405000000.0,72295.11924347605,3352000000.0,44835.0119711622,0
263,2018,BBWI,"Bath & Body Works, Inc.",Retail Trade,67287.0,644000000.0,9570.985053509832,5749000000.0,85440.36191401868,1460000000.0,21698.19592876453,13237000000.0,196725.35582812055,11777000000.0,175027.15989935605,0
264,2021,ETN,"Eaton Corporation, PLC",Producer Manufacturing,91987.0,2144000000.0,23307.641297139813,6335000000.0,68868.42706034548,2520000000.0,27395.175405220303,19628000000.0,213377.9773228826,17108000000.0,185982.8019176623,0
265,2020,ETN,"Eaton Corporation, PLC",Producer Manufacturing,82788.0,1410000000.0,17031.39211700204,5450000000.0,65830.55818273839,1786000000.0,21573.09668153592,17858000000.0,215706.80881235632,16072000000.0,194133.7121308204,0
266,2019,ETN,"Eaton Corporation, PLC",Producer Manufacturing,74509.0,2211000000.0,29674.080355154856,7052000000.0,94645.68732001448,2857000000.0,38344.11921061846,21390000000.0,287077.60235041264,18533000000.0,248733.48313979417,0
267,2018,ETN,"Eaton Corporation, PLC",Producer Manufacturing,67059.0,2145000000.0,31986.98545746377,7098000000.0,105847.84278651648,2972000000.0,44319.49686693815,21609000000.0,322240.9178323239,18637000000.0,277921.4209653857,0
268,2021,MDT,Medtronic plc.,Health Technology,90000.0,5039000000.0,55988.88888888889,21657000000.0,240633.3333333333,6602000000.0,73355.55555555556,31686000000.0,352066.6666666667,25084000000.0,278711.1111111111,1
269,2020,MDT,Medtronic plc.,Health Technology,81000.0,3606000000.0,44518.51851851852,19762000000.0,243975.3086419753,5515000000.0,68086.41975308642,30117000000.0,371814.8148148148,24602000000.0,303728.3950617284,1
270,2019,MDT,Medtronic plc.,Health Technology,72900.0,4789000000.0,65692.72976680384,19644000000.0,269465.0205761317,5162000000.0,70809.32784636489,28913000000.0,396611.79698216735,23751000000.0,325802.4691358025,0
271,2018,MDT,Medtronic plc.,Health Technology,65610.0,4631000000.0,70583.75247675659,21493000000.0,327587.25803993293,6709000000.0,102255.75369608292,30557000000.0,465736.9303459838,23848000000.0,363481.1766499009,0
272,2021,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Electronic Technology,89000.0,2261000000.0,25404.494382022476,4887000000.0,54910.11235955056,2708000000.0,30426.96629213483,14923000000.0,167674.1573033708,12215000000.0,137247.19101123596,1
273,2020,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Electronic Technology,80100.0,-241000000.0,-3008.7390761548063,3735000000.0,46629.213483146064,1745000000.0,21785.268414481896,12172000000.0,151960.04993757803,10427000000.0,130174.78152309611,1
274,2019,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Electronic Technology,72090.0,1844000000.0,25579.13718962408,4394000000.0,60951.58829241226,2260000000.0,31349.70176168678,13448000000.0,186544.5970314884,11188000000.0,155194.89526980164,0
275,2018,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Electronic Technology,64881.0,2565000000.0,39533.91593841032,4745000000.0,73133.89127787796,2486000000.0,38316.30215317273,13988000000.0,215594.70415067585,11502000000.0,177278.40199750313,0
276,2021,UHS,"Universal Health Services, Inc.",Health Services,89000.0,991590000.0,11141.460674157302,5051039000.0,56753.24719101124,1394316000.0,15666.47191011236,12642117000.0,142046.2584269663,11247801000.0,126379.78651685391,0
277,2020,UHS,"Universal Health Services, Inc.",Health Services,80100.0,943953000.0,11784.681647940077,4657668000.0,58148.16479400749,1359354000.0,16970.71161048689,11558897000.0,144305.8302122347,10199543000.0,127335.11860174782,0
278,2019,UHS,"Universal Health Services, Inc.",Health Services,72090.0,814854000.0,11303.28755722014,4538020000.0,62949.36884449993,1313539000.0,18220.821195727563,11378259000.0,157834.08239700377,10064720000.0,139613.26120127618,0
279,2018,UHS,"Universal Health Services, Inc.",Health Services,64881.0,779705000.0,12017.462739476889,4349088000.0,67031.76584824525,1228572000.0,18935.7747260369,10772278000.0,166031.31887609625,9543706000.0,147095.54415005934,0
280,2021,CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,88000.0,652984000.0,7420.272727272727,2904063000.0,33000.71590909091,829647000.0,9427.806818181818,7547061000.0,85762.05681818182,6717414000.0,76334.25,0
281,2020,CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,79200.0,355766000.0,4491.99494949495,2071093000.0,26150.16414141414,327140000.0,4130.555555555556,5984634000.0,75563.56060606061,5657494000.0,71433.00505050505,0
282,2019,CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,71280.0,350158000.0,4912.429854096521,1903321000.0,26702.034231200894,479509000.0,6727.1184062850725,5586369000.0,78372.18013468014,5106860000.0,71645.06172839506,0
283,2018,CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,64152.0,176553000.0,2752.104377104377,1591023000.0,24800.83239805462,352059000.0,5487.888140665918,4864985000.0,75835.2818306522,4512926000.0,70347.39368998629,0
284,2021,EMR,Emerson Electric Company,Producer Manufacturing,86700.0,2303000000.0,26562.86043829296,7563000000.0,87231.8339100346,3094000000.0,35686.27450980392,18236000000.0,210334.48673587083,15142000000.0,174648.21222606688,0
285,2020,EMR,Emerson Electric Company,Producer Manufacturing,78030.0,1965000000.0,25182.622068435216,7009000000.0,89824.42650262719,2828000000.0,36242.470844546966,16785000000.0,215109.57324106112,13957000000.0,178867.10239651415,0
286,2019,EMR,Emerson Electric Company,Producer Manufacturing,70227.0,2306000000.0,32836.37347458954,7815000000.0,111281.98556110896,3062000000.0,43601.46382445498,18372000000.0,261608.7829467299,15310000000.0,218007.3191222749,0
287,2018,EMR,Emerson Electric Company,Producer Manufacturing,63204.0,2203000000.0,34855.22345789764,7432000000.0,117586.93633186349,2906000000.0,45977.88441609194,17408000000.0,275424.29866322386,14502000000.0,229446.4142471319,0
288,2021,SLB,Schlumberger N.V.,Industrial Services,86000.0,1881000000.0,21872.093023255813,3658000000.0,42534.88372093023,2765000000.0,32151.16279069768,22929000000.0,266616.27906976745,20164000000.0,234465.11627906977,0
289,2020,SLB,Schlumberger N.V.,Industrial Services,77400.0,-10518000000.0,-135891.47286821707,2601000000.0,33604.651162790695,1656000000.0,21395.3488372093,23601000000.0,304922.48062015505,21945000000.0,283527.1317829457,0
290,2019,SLB,Schlumberger N.V.,Industrial Services,69660.0,-10137000000.0,-145521.10249784667,4197000000.0,60249.78466838932,2969000000.0,42621.303474016655,32917000000.0,472538.0419178869,29948000000.0,429916.7384438702,0
291,2018,SLB,Schlumberger N.V.,Industrial Services,62694.0,2138000000.0,34102.14693591093,4337000000.0,69177.27374230389,3191000000.0,50898.01256898587,32815000000.0,523415.3188502887,29624000000.0,472517.3062813028,0
292,2021,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,85000.0,-5260499000.0,-61888.22352941176,-1083258000.0,-12744.211764705882,-3788333000.0,-44568.623529411765,1532133000.0,18025.09411764706,5320466000.0,62593.71764705882,0
293,2020,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,76500.0,-5797462000.0,-75783.81699346405,-486999000.0,-6366.0,-3035177000.0,-39675.51633986928,2208805000.0,28873.267973856207,5243982000.0,68548.7843137255,0
294,2019,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,68850.0,1878887000.0,27289.57153231663,4991990000.0,72505.30137981118,2082701000.0,30249.83297022513,10950661000.0,159050.9949164851,8867960000.0,128801.16194626,0
295,2018,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,61965.0,1811042000.0,29226.853869119663,4231642000.0,68290.84160413136,1894801000.0,30578.568546760267,9493849000.0,153213.08803356733,7599048000.0,122634.51948680708,0
296,2021,ANTM,"Anthem, Inc.",Health Services,83400.0,6104000000.0,73189.448441247,35998000000.0,431630.69544364506,8957000000.0,107398.08153477218,138643000000.0,1662386.0911270983,129686000000.0,1554988.009592326,0
297,2020,ANTM,"Anthem, Inc.",Health Services,75060.0,4572000000.0,60911.27098321343,33823000000.0,450612.84305888624,8260000000.0,110045.2970956568,121868000000.0,1623607.7804423128,113608000000.0,1513562.483346656,0
298,2019,ANTM,"Anthem, Inc.",Health Services,67554.0,4807000000.0,71157.8885040116,22426000000.0,331971.45986914175,6732000000.0,99653.61044497736,104212000000.0,1542647.363590609,97480000000.0,1442993.7531456316,0
299,2018,ANTM,"Anthem, Inc.",Health Services,60799.0,3750000000.0,61679.05182027218,20196000000.0,332178.7014832579,5818000000.0,95692.99293075828,92091000000.0,1514689.482981516,86273000000.0,1418996.4900507578,0
300,2021,KO,Coca-Cola Company (The),Consumer Non-Durables,80300.0,9771000000.0,121681.19551681196,23298000000.0,290136.98630136985,11321000000.0,140983.81070983812,38655000000.0,481382.3163138232,27334000000.0,340398.50560398505,0
301,2020,KO,Coca-Cola Company (The),Consumer Non-Durables,72270.0,7747000000.0,107195.2400719524,19581000000.0,270942.299709423,9990000000.0,138231.63138231632,33014000000.0,456814.7225681472,23024000000.0,318583.09118583094,0
302,2019,KO,Coca-Cola Company (The),Consumer Non-Durables,65043.0,8920000000.0,137140.0458158449,22647000000.0,348185.0468151838,10625000000.0,163353.47385575695,37266000000.0,572944.0523961072,26641000000.0,409590.5785403503,0
303,2018,KO,Coca-Cola Company (The),Consumer Non-Durables,58539.0,6434000000.0,109910.19616083035,21233000000.0,362717.3135037164,10203000000.0,174294.9535948014,34300000000.0,585937.1663531988,24097000000.0,411642.2127583975,0
304,2021,APH,Amphenol Corporation,Electronic Technology,80000.0,1590800000.0,19885.0,3401800000.0,42522.5,2168500000.0,27106.25,10876300000.0,135953.75,8707800000.0,108847.5,1
305,2020,APH,Amphenol Corporation,Electronic Technology,72000.0,1203400000.0,16713.88888888889,2664100000.0,37001.38888888889,1643100000.0,22820.83333333333,8598900000.0,119429.16666666669,6955800000.0,96608.33333333331,1
306,2019,APH,Amphenol Corporation,Electronic Technology,64800.0,1155000000.0,17824.074074074073,2616000000.0,40370.37037037037,1639700000.0,25304.012345679013,8225400000.0,126935.18518518518,6585700000.0,101631.17283950618,0
307,2018,APH,Amphenol Corporation,Electronic Technology,58320.0,1205000000.0,20661.865569272977,2654900000.0,45522.97668038409,1688000000.0,28943.758573388204,8202000000.0,140637.8600823045,6514000000.0,111694.10150891633,0
308,2021,TMO,Thermo Fisher Scientific Inc,Health Technology,80000.0,7725000000.0,96562.5,19638000000.0,245475.0,10228000000.0,127850.0,39211000000.0,490137.5,28983000000.0,362287.5,1
309,2020,TMO,Thermo Fisher Scientific Inc,Health Technology,72000.0,6375000000.0,88541.66666666667,16008000000.0,222333.3333333333,7871000000.0,109319.44444444444,32218000000.0,447472.2222222223,24347000000.0,338152.7777777777,1
310,2019,TMO,Thermo Fisher Scientific Inc,Health Technology,64800.0,3696000000.0,57037.03703703704,11328000000.0,174814.8148148148,4186000000.0,64598.76543209877,25542000000.0,394166.6666666667,21356000000.0,329567.9012345679,0
311,2018,TMO,Thermo Fisher Scientific Inc,Health Technology,58320.0,2938000000.0,50377.22908093278,10869000000.0,186368.31275720164,3880000000.0,66529.49245541838,24358000000.0,417661.1796982167,20478000000.0,351131.68724279833,0
312,2021,CSCO,"Cisco Systems, Inc.",Technology Services,79500.0,10591000000.0,133220.12578616352,31894000000.0,401182.3899371069,13765000000.0,173144.6540880503,49818000000.0,626641.5094339623,36053000000.0,453496.8553459119,1
313,2020,CSCO,"Cisco Systems, Inc.",Technology Services,71550.0,11214000000.0,156729.55974842768,31683000000.0,442809.2243186583,14122000000.0,197372.46680642903,49301000000.0,689042.6275331936,35179000000.0,491670.1607267645,1
314,2019,CSCO,"Cisco Systems, Inc.",Technology Services,64395.0,11621000000.0,180464.32176411213,32666000000.0,507275.4095814892,14562000000.0,226135.56953179595,51904000000.0,806025.3125242643,37342000000.0,579889.7429924684,0
315,2018,CSCO,"Cisco Systems, Inc.",Technology Services,57956.0,110000000.0,1898.0079543787904,30733000000.0,530286.167835667,12835000000.0,221463.0190404707,49330000000.0,851170.2944500522,36495000000.0,629707.2754095815,0
316,2021,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,79000.0,4300000000.0,54430.379746835446,11254000000.0,142455.69620253163,4994000000.0,63215.18987341772,28720000000.0,363544.3037974684,23726000000.0,300329.11392405065,0
317,2020,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,71100.0,3555000000.0,50000.0,10446000000.0,146919.8312236287,4300000000.0,60478.19971870605,26581000000.0,373853.7271448664,22281000000.0,313375.52742616035,0
318,2019,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,63990.0,3929000000.0,61400.21878418503,10337000000.0,161540.86576027505,4087000000.0,63869.35458665417,25868000000.0,404250.664166276,21781000000.0,340381.3095796218,0
319,2018,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,57591.0,3317000000.0,57595.80490007119,10352000000.0,179750.30820787972,3765000000.0,65374.79814554357,25938000000.0,450382.8723238006,22173000000.0,385008.074178257,0
320,2021,PFE,"Pfizer, Inc.",Health Technology,78500.0,21979000000.0,279987.2611464968,50627000000.0,644929.9363057325,26845000000.0,341974.5222929936,81288000000.0,1035515.923566879,54443000000.0,693541.4012738854,1
321,2020,PFE,"Pfizer, Inc.",Health Technology,70650.0,9159000000.0,129639.06581740976,33284000000.0,471111.1111111111,9650000000.0,136588.81811748055,41651000000.0,589539.9858457183,32001000000.0,452951.1677282378,1
322,2019,PFE,"Pfizer, Inc.",Health Technology,63585.0,16026000000.0,252040.57560745455,33058000000.0,519902.4927262719,8142000000.0,128049.06817645673,40905000000.0,643312.101910828,32763000000.0,515263.0337343713,0
323,2018,PFE,"Pfizer, Inc.",Health Technology,57226.0,11153000000.0,194892.2265034556,31953000000.0,558360.200256874,7355000000.0,128524.37244982657,40825000000.0,713393.2706001591,33470000000.0,584868.8981503325,0
324,2021,WHR,Whirlpool Corporation,Consumer Durables,78000.0,1783000000.0,22858.97435897436,4409000000.0,56525.64102564102,2328000000.0,29846.153846153848,21985000000.0,281858.9743589744,19657000000.0,252012.8205128205,1
325,2020,WHR,Whirlpool Corporation,Consumer Durables,70200.0,1075000000.0,15313.390313390311,3842000000.0,54729.34472934473,1886000000.0,26866.096866096865,19456000000.0,277150.9971509972,17570000000.0,250284.90028490027,1
326,2019,WHR,Whirlpool Corporation,Consumer Durables,63180.0,1168000000.0,18486.862931307376,3511000000.0,55571.38334916113,1295000000.0,20496.99271921494,20419000000.0,323187.7176321621,19124000000.0,302690.7249129472,0
327,2018,WHR,Whirlpool Corporation,Consumer Durables,56862.0,-183000000.0,-3218.318033132848,3537000000.0,62203.22886989554,1261000000.0,22176.49748513946,21037000000.0,369965.8823115613,19776000000.0,347789.38482642185,0
328,2021,ORLY,"O’Reilly Automotive, Inc.",Retail Trade,77827.0,2164685000.0,27814.061957932336,7019949000.0,90199.40380587714,2929768000.0,37644.622046333534,13327563000.0,171246.00716974828,10397795000.0,133601.38512341474,0
329,2020,ORLY,"O’Reilly Automotive, Inc.",Retail Trade,70044.0,1752302000.0,25017.053493289244,6085692000.0,86883.47231680522,2422736000.0,34588.62462755713,11604493000.0,165673.62369243463,9181757000.0,131084.9990648775,1
330,2019,ORLY,"O’Reilly Automotive, Inc.",Retail Trade,63040.0,1391042000.0,22066.06707786675,5394691000.0,85575.8585796576,1922626000.0,30498.57177687708,10149985000.0,161008.97733450274,8227359000.0,130510.40555762568,0
331,2018,ORLY,"O’Reilly Automotive, Inc.",Retail Trade,56736.0,1324487000.0,23344.785168849845,5039966000.0,88832.07123082934,1826584000.0,32194.510835409048,9536428000.0,168084.59648014995,7709844000.0,135890.0856447409,0
332,2021,MMC,"Marsh & McLennan Companies, Inc.",Finance,76000.0,3143000000.0,41355.26315789474,8710000000.0,114605.26315789472,4752000000.0,62526.31578947369,19820000000.0,260789.47368421053,15068000000.0,198263.15789473685,0
333,2020,MMC,"Marsh & McLennan Companies, Inc.",Finance,68400.0,2016000000.0,29473.68421052632,7434000000.0,108684.2105263158,3663000000.0,53552.63157894737,17224000000.0,251812.865497076,13561000000.0,198260.23391812865,1
334,2019,MMC,"Marsh & McLennan Companies, Inc.",Finance,61560.0,1742000000.0,28297.59584145549,7183000000.0,116682.9109811566,2942000000.0,47790.77322936972,16652000000.0,270500.3248862898,13710000000.0,222709.55165692008,0
335,2018,MMC,"Marsh & McLennan Companies, Inc.",Finance,55404.0,1650000000.0,29781.24323153563,6560000000.0,118403.0033932568,2983000000.0,53840.87791495199,14950000000.0,269836.11291603494,11967000000.0,215995.23500108297,0
336,2021,MCK,McKesson Corporation,Distribution Services,76000.0,1114000000.0,14657.894736842103,13084000000.0,172157.8947368421,2547000000.0,33513.15789473684,263966000000.0,3473236.8421052634,261419000000.0,3439723.6842105263,0
337,2020,MCK,McKesson Corporation,Distribution Services,68400.0,-4539000000.0,-66359.64912280702,11967000000.0,174956.1403508772,3118000000.0,45584.79532163743,238228000000.0,3482865.4970760234,235110000000.0,3437280.701754386,0
338,2019,MCK,McKesson Corporation,Distribution Services,61560.0,900000000.0,14619.883040935672,12001000000.0,194948.01819363225,2819000000.0,45792.72254710851,231051000000.0,3753265.107212476,228232000000.0,3707472.384665367,0
339,2018,MCK,McKesson Corporation,Distribution Services,55404.0,34000000.0,613.6741029528554,11552000000.0,208504.80109739368,3115000000.0,56223.37737347484,214319000000.0,3868294.707963324,211204000000.0,3812071.330589849,0
340,2021,DE,Deere & Company,Producer Manufacturing,75600.0,5963000000.0,78875.66137566138,12188000000.0,161216.9312169312,8094000000.0,107063.49206349206,43956000000.0,581428.5714285715,35862000000.0,474365.07936507935,0
341,2020,DE,Deere & Company,Producer Manufacturing,68040.0,2751000000.0,40432.0987654321,8934000000.0,131305.11463844797,4548000000.0,66843.03350970018,35514000000.0,521957.67195767193,30966000000.0,455114.6384479718,0
342,2019,DE,Deere & Company,Producer Manufacturing,61236.0,3253000000.0,53122.34633222288,9178000000.0,149879.15605199555,4310000000.0,70383.43458096545,39233000000.0,640685.2178457116,34923000000.0,570301.7832647462,0
343,2018,DE,Deere & Company,Producer Manufacturing,55112.0,2368000000.0,42966.73706824598,8985000000.0,163030.46138437084,4159000000.0,75463.96092349452,37318000000.0,677125.2930375015,33159000000.0,601661.332114007,0
344,2021,BDX,"Becton, Dickinson and Company",Health Technology,75000.0,2092000000.0,27893.33333333333,9576000000.0,127680.0,3369000000.0,44920.0,20248000000.0,269973.3333333333,16879000000.0,225053.3333333333,1
345,2020,BDX,"Becton, Dickinson and Company",Health Technology,67500.0,874000000.0,12948.148148148148,7919000000.0,117318.51851851853,2520000000.0,37333.333333333336,17117000000.0,253585.1851851852,14597000000.0,216251.85185185185,1
346,2019,BDX,"Becton, Dickinson and Company",Health Technology,60750.0,1233000000.0,20296.296296296296,8288000000.0,136427.98353909465,2944000000.0,48460.90534979424,17290000000.0,284609.0534979424,14346000000.0,236148.14814814812,0
347,2018,BDX,"Becton, Dickinson and Company",Health Technology,54675.0,311000000.0,5688.1572930955645,7805000000.0,142752.6291723823,2772000000.0,50699.588477366255,15983000000.0,292327.38911751256,13211000000.0,241627.8006401463,0
348,2021,TMUS,"T-Mobile US, Inc.",Communications,75000.0,3024000000.0,40320.0,45546000000.0,607280.0,9994000000.0,133253.33333333334,80118000000.0,1068240.0,70124000000.0,934986.6666666666,1
349,2020,TMUS,"T-Mobile US, Inc.",Communications,67500.0,3064000000.0,45392.59259259259,40783000000.0,604192.5925925926,9420000000.0,139555.55555555556,68397000000.0,1013288.8888888888,58977000000.0,873733.3333333334,1
350,2019,TMUS,"T-Mobile US, Inc.",Communications,60750.0,3468000000.0,57086.41975308642,26477000000.0,435835.3909465021,6342000000.0,104395.06172839506,44998000000.0,740707.8189300412,38656000000.0,636312.7572016461,0
351,2018,TMUS,"T-Mobile US, Inc.",Communications,54675.0,2888000000.0,52821.2162780064,24956000000.0,456442.61545496114,5505000000.0,100685.87105624142,43310000000.0,792135.345221765,37805000000.0,691449.4741655235,0
352,2021,UAL,"United Airlines Holdings, Inc.",Transportation,74400.0,-1964000000.0,-26397.84946236559,3265000000.0,43884.408602150535,-4330000000.0,-58198.92473118279,24634000000.0,331102.1505376344,28964000000.0,389301.0752688172,0
353,2020,UAL,"United Airlines Holdings, Inc.",Transportation,66960.0,-7069000000.0,-105570.4898446834,-2471000000.0,-36902.6284348865,-8904000000.0,-132974.91039426523,15355000000.0,229316.00955794504,24259000000.0,362290.9199522103,0
354,2019,UAL,"United Airlines Holdings, Inc.",Transportation,60264.0,3009000000.0,49930.30665073676,14782000000.0,245287.40209743797,4568000000.0,75799.81415106863,43259000000.0,717824.9037568034,38691000000.0,642025.0896057348,0
355,2018,UAL,"United Airlines Holdings, Inc.",Transportation,54238.0,2122000000.0,39124.1500361373,13194000000.0,243262.97623788664,3670000000.0,67665.23592489344,41303000000.0,761519.6837618183,37633000000.0,693854.4478369249,0
356,2021,LIN,Linde plc,Process Industries,74207.0,3826000000.0,51558.4783106715,13250000000.0,178554.58379937202,5501000000.0,74130.47286644117,30793000000.0,414960.8527497406,25292000000.0,340830.3798832994,0
357,2020,LIN,Linde plc,Process Industries,66786.0,2501000000.0,37447.7999230381,11860000000.0,177581.33030277168,4106000000.0,61479.674723708304,27243000000.0,407913.0001212824,23137000000.0,346433.32539757405,1
358,2019,LIN,Linde plc,Process Industries,60108.0,2285000000.0,38015.11520909062,11584000000.0,192720.82913877716,3368000000.0,56032.782505127885,28228000000.0,469623.9265305077,24860000000.0,413591.1440253798,0
359,2018,LIN,Linde plc,Process Industries,54097.0,4381000000.0,80984.30329736251,5816000000.0,107510.77561685925,2215000000.0,40945.04263950193,14836000000.0,274248.60162512446,12621000000.0,233303.5589856225,0
360,2021,DAL,"Delta Air Lines, Inc.",Transportation,74000.0,280000000.0,3783.783783783784,2171000000.0,29337.83783783784,-2185000000.0,-29527.027027027027,29899000000.0,404040.5405405405,32084000000.0,433567.5675675676,0
361,2020,DAL,"Delta Air Lines, Inc.",Transportation,66600.0,-12385000000.0,-185960.96096096092,-3780000000.0,-56756.75675675676,-7945000000.0,-119294.29429429428,17095000000.0,256681.6816816817,25040000000.0,375975.975975976,0
362,2019,DAL,"Delta Air Lines, Inc.",Transportation,59940.0,4767000000.0,79529.52952952954,13186000000.0,219986.65331998665,6567000000.0,109559.55955955957,47007000000.0,784234.2342342342,40440000000.0,674674.6746746746,0
363,2018,DAL,"Delta Air Lines, Inc.",Transportation,53946.0,3935000000.0,72943.31368405442,11452000000.0,212286.3604345086,5459000000.0,101193.78637897156,44438000000.0,823749.6756015274,38979000000.0,722555.8892225559,0
364,2021,MRK,"Merck & Company, Inc.",Health Technology,74000.0,13049000000.0,176337.83783783784,35463000000.0,479229.7297297297,15857000000.0,214283.7837837838,48704000000.0,658162.1621621621,32847000000.0,443878.3783783784,1
365,2020,MRK,"Merck & Company, Inc.",Health Technology,66600.0,7067000000.0,106111.11111111112,29963000000.0,449894.8948948949,11242000000.0,168798.7987987988,41518000000.0,623393.3933933934,30276000000.0,454594.5945945946,1
366,2019,MRK,"Merck & Company, Inc.",Health Technology,59940.0,9843000000.0,164214.2142142142,28061000000.0,468151.4848181515,10638000000.0,177477.47747747749,39121000000.0,652669.3360026693,28483000000.0,475191.85852519184,0
367,2018,MRK,"Merck & Company, Inc.",Health Technology,53946.0,6220000000.0,115300.48567085604,28943000000.0,536517.9994809624,10102000000.0,187261.33540948355,42294000000.0,784006.2284506729,32192000000.0,596744.8930411893,0
368,2021,CI,Cigna Corporation,Health Services,73700.0,5365000000.0,72795.11533242876,23159000000.0,314233.3785617368,8352000000.0,113324.28765264586,174274000000.0,2364640.434192673,165922000000.0,2251316.146540027,0
369,2020,CI,Cigna Corporation,Health Services,66330.0,8458000000.0,127513.94542439318,24356000000.0,367194.3313734359,8714000000.0,131373.4358510478,160550000000.0,2420473.390622644,151836000000.0,2289099.9547715965,0
370,2019,CI,Cigna Corporation,Health Services,59697.0,5104000000.0,85498.43375714023,25256000000.0,423069.83600515936,8992000000.0,150627.3347069367,153743000000.0,2575389.048025864,144751000000.0,2424761.713318927,0
371,2018,CI,Cigna Corporation,Health Services,53727.0,2637000000.0,49081.19335980032,16248000000.0,302416.09014411666,4872000000.0,90680.15701514872,48569000000.0,903991.080884392,43697000000.0,813310.9238692434,0
372,2021,NKE,"Nike, Inc.",Consumer Non-Durables,73300.0,6046000000.0,82482.94679399727,21479000000.0,293028.6493860846,6675000000.0,91064.12005457026,46710000000.0,637244.2019099591,40035000000.0,546180.0818553888,0
373,2020,NKE,"Nike, Inc.",Consumer Non-Durables,65970.0,5727000000.0,86812.18735788995,20001000000.0,303183.2651205093,7231000000.0,109610.428982871,44538000000.0,675125.05684402,37307000000.0,565514.627861149,0
374,2019,NKE,"Nike, Inc.",Consumer Non-Durables,59373.0,2539000000.0,42763.54571943476,16241000000.0,273541.845620063,3115000000.0,52464.92513432032,37403000000.0,629966.4830815354,34288000000.0,577501.557947215,0
375,2018,NKE,"Nike, Inc.",Consumer Non-Durables,53436.0,4029000000.0,75399.03098490335,17474000000.0,327009.845477836,4772000000.0,89303.5929163462,39117000000.0,732038.6932331757,34345000000.0,642735.1003168294,0
376,2021,LH,Laboratory Corporation of America Holdings,Health Services,72400.0,2377300000.0,32835.63535911602,5624300000.0,77683.70165745856,3489200000.0,48193.37016574586,16120900000.0,222664.364640884,12631700000.0,174470.9944751381,0
